label,height,weight
thin,171,38
thin,179,56
normal,179,62
thin,153,41
thin,191,38
fat,138,48
normal,187,73
normal,145,39
thin,171,35
fat,163,71
normal,160,64
fat,131,72
thin,156,40
normal,181,62
thin,177,40
fat,139,74
fat,135,55
normal,158,57
thin,200,50
normal,152,50
thin,194,62
normal,147,50
thin,183,45
thin,190,48
fat,140,67
thin,176,47
normal,182,78
normal,178,67
thin,189,36
normal,175,59
fat,130,65
thin,193,50
thin,158,46
fat,131,45
thin,199,41
thin,184,56
fat,130,57
fat,143,78
thin,158,35
thin,193,68
fat,142,63
fat,127,59
normal,147,46
fat,125,44
thin,163,37
thin,194,64
thin,178,35
fat,146,72
fat,131,68
normal,200,78
normal,180,77
fat,132,48
fat,144,66
thin,156,43
normal,140,44
fat,130,62
thin,188,44
normal,156,55
normal,163,50
normal,188,71
thin,177,39
fat,140,57
fat,160,73
fat,168,74
thin,175,36
normal,136,40
thin,181,39
fat,148,62
normal,158,53
fat,134,48
fat,128,51
thin,186,37
normal,185,67
normal,127,39
thin,198,42
normal,170,61
thin,197,63
thin,200,42
fat,142,73
normal,152,53
normal,173,57
fat,155,75
fat,137,77
fat,151,61
thin,187,57
thin,159,36
normal,181,72
normal,167,56
normal,196,79
thin,200,68
fat,120,63
fat,129,64
normal,129,37
thin,189,52
fat,120,54
thin,194,36
fat,154,80
fat,140,57
fat,134,45
normal,177,76
fat,128,74
fat,167,78
thin,199,35
fat,136,51
thin,200,48
normal,186,71
thin,190,39
fat,125,73
fat,147,69
fat,122,65
normal,185,77
thin,150,36
normal,151,43
fat,123,65
thin,181,46
thin,183,48
thin,163,36
thin,186,53
normal,176,67
fat,142,59
normal,143,48
normal,178,61
normal,176,74
normal,182,75
normal,161,64
normal,187,70
normal,189,75
fat,150,60
thin,199,59
fat,126,44
normal,179,70
fat,132,77
fat,137,73
normal,183,64
thin,178,49
thin,187,46
normal,178,74
fat,120,40
thin,198,65
thin,200,40
normal,168,55
fat,140,61
thin,160,46
normal,180,79
thin,192,67
thin,197,36
fat,140,66
fat,170,78
fat,154,69
thin,164,37
thin,171,42
normal,176,73
normal,179,62
thin,194,48
thin,200,67
normal,179,79
normal,176,61
thin,158,46
normal,126,38
fat,165,69
fat,125,64
fat,152,61
normal,153,58
normal,177,65
fat,144,76
thin,194,67
fat,141,54
normal,183,80
fat,135,58
fat,125,48
normal,145,52
fat,124,79
thin,182,41
fat,142,72
thin,181,56
normal,126,35
normal,162,50
normal,144,50
normal,195,78
thin,174,35
thin,169,45
thin,190,48
fat,135,62
fat,173,78
fat,153,68
thin,189,39
fat,139,71
normal,178,62
fat,155,75
fat,169,74
thin,178,43
thin,200,70
fat,141,57
thin,189,64
fat,136,49
fat,147,57
fat,168,76
fat,123,38
thin,165,42
normal,177,77
normal,154,53
normal,145,42
fat,127,78
thin,200,47
normal,183,71
normal,153,53
fat,132,73
normal,146,41
normal,160,63
thin,198,61
thin,198,47
fat,163,73
fat,120,46
normal,145,52
normal,128,37
normal,127,37
normal,135,37
fat,143,76
fat,137,77
fat,153,60
thin,152,40
normal,138,39
fat,122,45
fat,135,67
thin,174,43
normal,176,58
thin,148,35
fat,126,79
fat,169,73
normal,173,71
fat,144,71
thin,164,37
fat,161,80
thin,172,50
normal,125,36
thin,155,42
normal,139,41
thin,200,57
thin,182,43
normal,179,77
normal,175,69
fat,168,76
fat,122,58
thin,199,72
normal,154,53
fat,152,60
normal,143,51
thin,181,57
thin,200,55
thin,197,66
fat,143,61
fat,175,77
fat,122,47
normal,160,56
normal,171,63
normal,199,80
thin,161,43
fat,142,76
normal,185,77
fat,148,60
fat,129,68
thin,171,44
normal,143,50
fat,131,52
thin,197,68
fat,148,72
thin,180,59
fat,153,59
normal,179,77
thin,171,50
fat,152,75
fat,123,49
thin,176,56
thin,182,61
thin,198,70
normal,198,78
normal,145,42
normal,180,65
fat,136,55
thin,195,42
thin,176,57
thin,164,37
fat,126,67
thin,177,57
fat,142,67
fat,136,72
fat,138,51
fat,145,53
fat,135,74
fat,130,69
thin,196,68
thin,196,43
thin,195,45
fat,120,44
thin,184,45
fat,134,64
normal,175,64
thin,174,48
normal,172,69
thin,188,62
normal,196,79
thin,174,40
thin,178,41
fat,136,64
thin,153,39
thin,187,63
fat,137,50
normal,189,69
fat,145,62
normal,166,59
thin,182,57
fat,133,45
normal,156,55
fat,122,49
fat,140,63
fat,159,74
normal,165,55
thin,171,45
thin,193,36
normal,159,59
fat,128,68
thin,186,40
thin,199,35
normal,194,76
normal,184,77
thin,184,52
thin,180,39
normal,173,58
thin,168,40
fat,126,60
fat,126,59
thin,184,42
thin,192,40
fat,127,67
normal,146,51
fat,128,67
fat,134,51
thin,178,47
fat,120,57
fat,155,74
fat,156,63
fat,120,66
fat,154,61
fat,133,48
normal,186,71
normal,136,37
thin,197,57
normal,169,58
thin,184,35
fat,146,72
fat,121,72
normal,200,78
normal,175,60
thin,177,43
normal,179,62
thin,169,38
thin,193,45
fat,132,55
normal,168,55
fat,141,75
thin,184,41
normal,148,46
normal,134,41
fat,168,79
thin,193,39
fat,135,55
normal,133,42
normal,130,36
fat,145,62
normal,148,53
fat,120,43
fat,124,45
thin,182,37
normal,133,44
fat,155,80
normal,152,50
normal,191,79
normal,124,35
normal,195,80
thin,184,55
thin,192,47
fat,146,75
thin,198,56
thin,160,45
thin,184,36
normal,195,80
fat,133,77
thin,196,61
fat,144,53
fat,125,44
fat,128,78
normal,156,54
fat,130,57
thin,188,56
normal,146,49
thin,194,61
normal,180,66
fat,145,58
thin,191,46
fat,168,74
normal,192,71
fat,125,75
thin,188,54
thin,193,55
fat,148,56
normal,160,62
fat,129,74
fat,143,58
thin,192,45
fat,144,52
thin,197,65
thin,178,43
thin,188,59
fat,152,59
fat,136,50
thin,197,66
normal,194,76
normal,134,35
thin,150,40
thin,173,54
fat,126,80
thin,182,44
thin,141,36
normal,164,64
thin,177,52
fat,144,55
normal,181,75
fat,146,60
normal,149,54
fat,121,80
thin,196,62
normal,181,72
fat,123,49
fat,132,63
normal,148,50
thin,194,50
thin,147,35
thin,192,49
fat,147,80
normal,188,77
fat,122,62
fat,124,62
normal,182,67
normal,142,44
fat,135,54
fat,129,60
thin,197,63
thin,187,42
normal,168,59
thin,192,67
thin,193,41
normal,165,58
fat,123,45
normal,188,73
fat,125,74
normal,185,77
thin,188,39
thin,173,35
thin,193,56
thin,195,68
thin,197,53
fat,148,80
fat,139,51
thin,199,60
fat,126,77
thin,191,55
thin,174,41
thin,151,40
normal,164,52
fat,130,49
normal,183,77
thin,191,47
thin,165,43
fat,169,73
thin,164,49
thin,157,35
normal,153,54
normal,192,70
fat,135,56
fat,131,52
fat,141,57
fat,136,77
fat,158,63
fat,133,71
normal,191,77
normal,168,69
normal,142,39
thin,166,37
fat,159,77
fat,137,51
thin,200,46
thin,194,48
normal,167,53
fat,154,75
thin,193,53
thin,177,37
thin,153,37
fat,154,70
thin,200,65
fat,137,52
fat,139,77
fat,153,76
thin,195,68
fat,161,77
thin,183,40
normal,193,80
thin,199,46
fat,165,77
normal,175,68
fat,137,53
normal,199,77
thin,182,57
thin,193,61
normal,170,63
fat,124,52
normal,181,66
thin,200,65
fat,142,65
fat,167,77
thin,168,43
fat,154,64
fat,171,80
normal,178,66
fat,141,53
thin,175,41
fat,151,69
normal,147,47
fat,141,70
thin,196,47
normal,186,69
normal,180,75
normal,159,48
thin,197,57
thin,199,55
thin,167,47
fat,124,49
fat,161,73
fat,130,48
fat,127,59
thin,196,38
thin,183,59
normal,153,50
fat,155,74
normal,156,60
normal,175,66
thin,173,35
thin,200,56
fat,141,65
normal,158,49
normal,175,72
fat,153,80
normal,189,74
fat,142,74
thin,187,58
thin,184,53
thin,175,52
normal,167,69
thin,191,42
fat,134,58
normal,153,56
fat,134,55
normal,190,71
fat,150,66
normal,140,43
fat,128,70
thin,171,48
fat,137,60
fat,148,68
thin,192,43
normal,200,80
normal,144,43
thin,176,52
fat,132,62
thin,186,39
fat,160,74
thin,186,46
thin,200,60
thin,170,36
thin,180,59
thin,163,35
fat,128,62
fat,157,79
thin,184,54
fat,140,59
fat,160,72
fat,168,76
normal,159,61
normal,158,53
fat,141,56
thin,171,35
fat,162,68
fat,130,59
fat,133,59
fat,139,77
thin,182,43
thin,140,35
thin,196,58
fat,145,57
thin,198,40
fat,145,60
normal,181,77
normal,124,37
fat,160,74
fat,129,42
fat,137,72
thin,145,36
normal,167,53
normal,190,78
fat,155,75
normal,152,46
fat,128,55
fat,145,66
normal,164,55
fat,142,80
fat,125,74
fat,128,42
thin,168,45
normal,174,68
thin,196,54
fat,130,60
fat,144,75
normal,143,46
thin,199,48
normal,192,79
thin,191,61
fat,136,47
fat,131,45
normal,133,35
thin,181,55
fat,120,58
normal,195,79
fat,138,56
fat,166,72
thin,199,58
thin,194,60
fat,132,74
fat,158,63
fat,120,51
fat,161,76
fat,133,52
normal,181,77
thin,165,50
thin,181,37
normal,169,66
normal,184,77
fat,152,72
normal,173,72
thin,193,58
normal,153,45
thin,147,35
normal,127,39
normal,135,38
normal,156,54
normal,180,77
fat,125,41
thin,163,43
thin,175,56
fat,126,58
thin,173,43
fat,122,60
fat,129,46
normal,190,73
fat,175,79
thin,182,38
fat,123,40
normal,177,70
thin,185,45
fat,126,76
normal,147,53
thin,156,36
thin,191,43
fat,141,62
thin,193,65
fat,128,52
fat,144,70
thin,167,44
fat,121,44
fat,125,65
normal,164,60
normal,184,67
fat,147,76
normal,133,44
normal,194,72
fat,126,59
fat,160,65
thin,180,43
normal,191,69
fat,130,49
fat,140,53
thin,200,67
thin,163,45
fat,129,64
fat,164,69
thin,185,36
fat,130,51
fat,140,57
thin,196,66
fat,155,76
thin,181,41
fat,121,75
fat,125,54
thin,178,51
normal,149,46
thin,197,59
fat,120,39
normal,134,42
fat,130,50
thin,198,70
normal,175,71
fat,164,80
fat,132,58
thin,192,43
normal,158,56
fat,173,77
normal,131,37
thin,153,42
thin,171,54
thin,174,49
fat,126,48
fat,145,72
thin,200,56
fat,139,73
thin,190,63
fat,178,80
thin,189,36
fat,150,72
thin,164,44
normal,174,57
normal,174,62
fat,169,74
thin,182,59
fat,137,52
thin,182,40
thin,188,64
thin,180,41
fat,123,61
thin,192,46
thin,188,53
thin,193,53
fat,171,74
fat,174,76
normal,196,73
thin,197,57
thin,178,41
fat,155,74
thin,177,50
normal,136,36
thin,200,61
fat,129,51
fat,132,53
thin,194,68
fat,149,77
thin,191,65
fat,161,68
fat,164,74
thin,169,48
thin,183,45
normal,178,62
fat,134,70
normal,164,52
normal,196,74
fat,151,80
thin,191,52
fat,130,77
thin,157,44
normal,182,73
normal,179,64
fat,143,79
fat,161,68
fat,136,48
thin,193,48
thin,173,43
thin,169,43
fat,137,75
normal,187,70
normal,194,78
normal,193,73
fat,161,68
fat,146,55
thin,184,39
fat,144,71
fat,123,52
fat,124,68
thin,155,40
thin,189,53
normal,174,71
fat,142,70
thin,168,45
fat,127,71
fat,144,57
fat,145,53
thin,186,62
normal,174,72
fat,142,74
fat,139,76
fat,146,59
fat,162,70
thin,182,39
thin,142,35
normal,144,44
thin,191,41
fat,126,77
thin,185,47
thin,175,55
normal,170,69
fat,128,78
thin,199,53
fat,140,53
thin,170,50
normal,153,55
thin,192,48
normal,194,73
normal,152,55
fat,157,63
fat,134,45
thin,187,59
thin,197,48
fat,155,77
fat,126,61
thin,157,36
normal,134,44
fat,139,57
thin,162,37
normal,183,64
thin,193,65
thin,158,45
thin,184,54
normal,167,65
fat,130,66
normal,161,61
thin,199,64
fat,157,80
fat,170,76
fat,130,46
fat,159,64
thin,193,68
thin,178,45
normal,130,37
normal,180,64
normal,161,54
normal,176,73
fat,155,66
thin,182,36
thin,189,42
normal,162,60
fat,125,43
normal,191,68
thin,179,55
fat,140,52
fat,147,62
fat,123,72
normal,145,47
fat,172,76
normal,167,54
normal,189,72
thin,198,72
normal,186,78
normal,148,51
normal,150,49
normal,139,43
normal,150,48
thin,159,36
thin,199,38
normal,168,55
normal,165,61
fat,153,77
normal,159,47
thin,183,54
fat,144,63
fat,168,78
fat,157,74
thin,199,62
thin,191,49
normal,138,46
normal,182,76
thin,159,41
normal,171,65
normal,129,41
normal,167,64
fat,122,47
fat,142,74
fat,127,43
fat,139,55
fat,140,66
thin,188,35
fat,159,69
normal,149,51
normal,177,58
thin,188,41
normal,180,62
fat,137,67
thin,192,47
normal,135,42
fat,135,75
fat,149,61
fat,140,53
thin,140,36
fat,140,80
normal,148,54
normal,181,73
normal,171,65
thin,195,67
normal,171,67
fat,151,64
normal,172,72
normal,147,48
fat,175,80
fat,145,60
thin,184,60
thin,200,36
thin,176,40
thin,158,38
fat,132,66
normal,177,77
fat,144,74
fat,141,51
thin,195,41
normal,174,62
thin,163,41
fat,122,67
normal,125,35
fat,127,60
fat,161,67
thin,193,48
thin,150,38
fat,125,67
normal,199,74
thin,174,46
fat,152,66
normal,128,36
thin,200,38
normal,189,73
fat,123,40
fat,121,66
normal,159,52
fat,137,50
thin,166,45
thin,172,47
fat,138,65
normal,146,48
fat,120,36
fat,128,48
thin,161,41
fat,166,74
normal,130,40
fat,140,57
fat,124,76
normal,184,71
thin,169,51
normal,184,71
fat,137,59
fat,137,59
thin,196,61
fat,129,42
normal,125,39
fat,138,79
normal,175,61
normal,177,74
fat,123,68
thin,179,36
fat,150,69
normal,170,72
thin,189,42
fat,120,64
normal,188,69
fat,145,55
normal,172,60
normal,167,62
fat,134,55
fat,136,56
normal,192,70
thin,172,37
thin,156,39
normal,192,69
fat,122,38
thin,197,63
normal,170,69
fat,133,74
fat,165,79
thin,153,38
normal,164,53
fat,139,60
thin,166,40
normal,158,59
fat,149,66
normal,190,78
thin,148,38
thin,198,54
thin,195,60
normal,157,55
fat,121,66
fat,132,52
normal,144,45
normal,132,39
thin,184,49
thin,200,57
normal,146,48
fat,131,62
normal,155,58
fat,140,59
fat,133,53
fat,127,60
fat,123,48
fat,136,57
fat,133,54
fat,136,68
thin,161,36
fat,144,52
fat,136,49
thin,145,38
fat,127,56
thin,155,39
normal,164,64
normal,182,74
thin,158,35
fat,141,63
fat,125,48
normal,158,57
thin,143,36
normal,196,74
normal,145,47
normal,191,73
fat,143,61
thin,188,40
thin,195,42
fat,137,70
normal,180,63
normal,182,66
fat,150,65
thin,170,40
fat,130,55
normal,145,50
fat,140,74
fat,133,70
fat,134,72
fat,121,79
fat,169,75
thin,198,51
thin,198,48
thin,166,38
thin,190,46
thin,198,40
fat,127,46
normal,174,59
thin,174,37
thin,161,46
fat,133,49
normal,154,57
thin,191,39
normal,132,43
normal,187,69
normal,133,40
fat,129,68
fat,157,78
thin,184,43
fat,139,71
normal,181,77
thin,188,35
thin,173,55
normal,141,44
thin,159,40
thin,185,56
normal,189,72
fat,125,64
normal,185,71
fat,165,80
fat,154,64
fat,120,46
fat,151,67
thin,173,48
fat,155,79
normal,192,78
normal,180,65
normal,159,54
normal,151,52
fat,149,58
fat,149,64
thin,192,46
normal,141,39
fat,132,73
normal,149,46
thin,173,52
thin,187,56
fat,125,41
fat,128,43
thin,191,41
fat,120,68
thin,172,41
thin,199,64
thin,195,62
normal,193,80
normal,161,52
normal,170,54
normal,200,74
thin,185,63
fat,140,69
normal,127,35
fat,153,71
fat,153,64
thin,166,41
thin,143,36
thin,150,39
fat,150,71
normal,139,39
fat,122,40
fat,168,71
normal,170,70
normal,143,41
fat,133,69
normal,196,72
fat,135,71
thin,190,37
fat,125,56
thin,198,59
normal,186,71
thin,194,37
thin,189,66
thin,179,46
fat,141,67
fat,123,38
normal,194,71
thin,165,37
fat,172,80
thin,159,35
normal,185,80
thin,185,62
fat,131,73
normal,172,56
thin,195,53
fat,145,71
thin,151,37
fat,157,68
normal,183,64
normal,175,75
fat,160,72
normal,180,71
fat,126,41
thin,174,55
fat,148,72
fat,120,46
thin,196,48
normal,182,65
normal,154,52
normal,167,58
fat,137,47
fat,149,77
normal,180,61
fat,133,70
fat,159,72
thin,196,58
thin,192,46
fat,122,40
fat,133,51
normal,192,76
fat,124,51
thin,166,47
thin,197,43
thin,168,36
thin,194,50
normal,131,37
fat,129,59
normal,174,67
fat,141,53
fat,131,43
thin,198,42
thin,180,40
normal,169,67
fat,145,57
thin,179,51
thin,156,43
fat,122,41
normal,151,46
thin,199,36
fat,146,78
normal,143,40
normal,179,72
fat,139,65
normal,139,44
normal,175,76
fat,163,78
fat,146,75
fat,138,52
thin,180,36
normal,177,59
thin,180,47
fat,122,66
normal,129,35
fat,125,66
thin,153,42
normal,169,70
fat,152,61
thin,168,42
normal,132,36
fat,122,43
normal,164,55
thin,187,38
normal,187,68
fat,149,68
thin,195,64
thin,159,42
fat,163,68
thin,179,44
thin,189,65
fat,123,44
fat,122,48
fat,157,72
thin,196,41
normal,160,48
fat,166,70
thin,191,39
fat,157,67
normal,174,66
thin,180,39
thin,153,37
thin,189,36
fat,162,68
fat,152,74
normal,182,72
thin,169,40
fat,172,74
fat,121,60
fat,124,42
fat,139,65
thin,195,69
fat,123,47
thin,169,52
thin,195,41
fat,120,52
fat,145,72
thin,188,64
fat,130,49
normal,122,37
fat,132,66
thin,199,35
thin,198,36
thin,197,65
normal,147,43
fat,159,67
thin,178,56
fat,159,68
fat,121,73
fat,139,57
normal,193,70
fat,146,80
fat,157,79
fat,120,79
thin,185,55
thin,179,56
fat,148,58
fat,131,47
normal,158,51
fat,146,55
normal,185,76
normal,160,55
thin,190,41
thin,168,35
thin,198,62
fat,157,75
fat,164,78
normal,128,38
fat,125,46
fat,140,66
fat,166,80
normal,170,66
normal,165,53
thin,199,57
thin,182,36
normal,151,48
normal,161,64
fat,129,62
fat,131,63
normal,191,73
fat,134,51
normal,165,65
thin,160,38
fat,135,75
thin,197,43
normal,151,45
thin,185,48
fat,159,70
fat,134,68
normal,180,80
thin,185,48
fat,166,72
normal,199,76
fat,121,64
fat,154,69
normal,161,62
normal,181,74
normal,171,70
thin,186,42
fat,149,65
normal,149,50
thin,183,42
thin,189,40
thin,184,41
normal,194,72
normal,155,52
fat,124,50
thin,166,40
fat,152,75
normal,183,80
normal,150,49
fat,122,72
thin,151,41
thin,149,41
fat,138,53
fat,127,45
thin,199,52
fat,156,69
fat,126,45
fat,151,61
fat,156,73
fat,137,53
fat,142,80
normal,153,47
thin,192,42
normal,178,79
fat,120,53
normal,191,73
normal,149,42
fat,140,61
normal,171,73
fat,146,56
thin,172,40
thin,169,40
thin,182,38
thin,160,46
fat,150,78
thin,190,52
fat,123,70
thin,198,52
normal,170,70
normal,186,66
normal,176,77
thin,197,47
thin,171,48
normal,176,73
normal,162,59
thin,198,41
thin,185,63
thin,161,40
fat,133,73
fat,146,76
thin,164,36
fat,139,55
thin,183,40
thin,187,52
fat,160,65
fat,137,75
thin,165,41
thin,156,41
thin,167,40
thin,155,38
fat,150,72
fat,121,61
fat,128,42
thin,191,53
thin,198,70
fat,146,76
normal,184,66
fat,122,74
fat,154,69
normal,140,48
normal,172,59
normal,155,48
thin,195,69
normal,171,72
normal,155,57
thin,156,45
normal,197,78
normal,157,60
fat,125,63
fat,128,43
normal,141,48
thin,157,43
thin,189,59
thin,185,41
fat,157,63
thin,166,38
fat,121,46
normal,132,39
normal,148,47
normal,134,36
fat,169,75
fat,154,71
normal,155,49
normal,142,46
fat,131,65
fat,120,37
normal,156,53
thin,159,45
thin,167,36
fat,148,79
normal,145,40
normal,162,50
thin,186,59
normal,186,70
fat,140,62
normal,173,56
normal,158,49
fat,133,80
fat,121,45
thin,158,39
normal,177,71
thin,198,64
normal,180,72
thin,155,36
thin,153,43
normal,142,50
normal,184,69
thin,184,42
fat,138,56
fat,128,79
normal,160,59
thin,178,39
normal,136,42
thin,185,60
normal,190,72
thin,185,46
thin,185,36
thin,180,38
thin,165,35
fat,142,73
thin,188,62
normal,197,77
thin,150,39
fat,121,67
normal,188,69
normal,195,78
fat,155,68
thin,197,37
thin,177,36
fat,124,55
thin,185,51
fat,128,74
fat,120,72
fat,168,73
normal,138,45
normal,155,56
thin,193,65
thin,195,37
thin,178,54
thin,186,50
fat,138,77
thin,185,35
fat,163,71
fat,160,76
fat,162,80
fat,133,62
normal,157,61
fat,141,55
fat,131,61
thin,170,39
thin,195,60
thin,195,69
fat,129,74
normal,164,62
normal,153,50
fat,139,59
thin,175,41
fat,164,75
thin,152,40
normal,133,38
thin,164,40
fat,145,74
fat,135,65
normal,133,44
fat,172,78
fat,135,63
normal,125,35
fat,124,46
normal,189,68
fat,126,47
normal,161,64
normal,153,46
fat,127,77
thin,197,62
thin,182,45
fat,138,50
thin,178,50
fat,159,77
normal,136,46
fat,120,62
thin,179,46
normal,187,72
normal,161,60
thin,181,50
normal,199,79
normal,165,53
fat,140,78
fat,126,40
fat,139,73
thin,196,63
thin,153,38
fat,127,78
fat,175,79
normal,175,70
fat,151,69
thin,198,64
fat,145,67
thin,197,37
fat,129,68
thin,191,51
thin,197,43
thin,190,56
normal,134,43
fat,157,68
thin,184,60
fat,144,60
fat,157,77
thin,167,49
fat,147,72
fat,168,78
normal,189,80
normal,136,45
fat,132,56
fat,124,41
normal,161,54
normal,151,46
thin,190,55
normal,140,43
normal,173,61
fat,147,67
normal,160,56
fat,123,80
thin,183,44
normal,173,70
fat,120,78
thin,179,58
thin,184,45
fat,143,65
normal,160,63
normal,149,46
fat,126,43
fat,139,50
fat,130,61
normal,170,72
normal,171,59
fat,143,69
fat,161,67
fat,144,65
thin,191,45
normal,142,41
fat,147,71
thin,159,46
fat,133,75
normal,121,35
thin,193,54
normal,147,47
fat,144,55
fat,155,73
thin,198,43
thin,196,66
fat,148,80
thin,183,42
fat,155,72
normal,126,39
thin,152,38
thin,198,72
fat,154,74
normal,158,59
normal,161,58
thin,165,36
fat,130,68
thin,183,47
fat,120,70
thin,168,51
normal,174,60
thin,189,46
fat,143,78
thin,178,41
thin,166,43
fat,127,71
normal,151,45
fat,168,75
normal,186,68
normal,187,76
thin,191,54
fat,159,71
normal,122,36
normal,153,53
normal,129,40
fat,125,44
fat,142,63
normal,177,67
normal,178,63
thin,174,39
fat,121,48
fat,142,55
thin,169,48
normal,167,67
normal,151,50
thin,173,43
normal,178,62
normal,165,61
fat,142,74
fat,131,61
fat,146,75
fat,134,73
thin,181,49
fat,142,52
fat,133,80
thin,155,36
fat,150,78
fat,150,76
thin,198,42
normal,175,71
fat,145,68
fat,124,39
thin,170,35
normal,183,67
thin,198,47
thin,172,49
fat,157,63
fat,122,74
thin,176,40
thin,198,47
normal,154,48
thin,195,62
fat,137,60
thin,186,49
fat,124,44
thin,184,58
fat,150,58
thin,147,37
normal,150,45
fat,148,73
fat,153,60
thin,183,52
fat,149,72
normal,135,43
normal,176,75
thin,143,37
thin,194,47
fat,132,45
thin,198,62
fat,136,55
fat,161,80
thin,192,44
thin,183,56
fat,133,53
normal,165,60
thin,187,46
thin,182,38
fat,130,59
fat,133,60
fat,158,67
normal,143,42
normal,134,44
thin,190,38
fat,148,75
normal,155,47
fat,124,71
thin,156,38
thin,176,41
fat,133,80
thin,194,56
fat,158,65
normal,173,59
normal,188,70
thin,152,40
normal,195,76
fat,148,60
fat,139,67
fat,130,70
thin,181,48
thin,164,36
normal,182,75
fat,132,44
normal,146,40
normal,191,73
fat,146,55
normal,166,64
fat,128,59
thin,191,43
normal,188,75
thin,158,46
thin,174,47
fat,172,74
fat,146,57
normal,154,54
fat,122,41
normal,162,50
thin,183,35
normal,138,40
fat,143,71
fat,124,55
fat,166,69
thin,172,50
thin,172,48
fat,144,79
thin,196,62
fat,133,75
fat,150,73
fat,161,65
fat,133,69
normal,179,61
thin,171,41
thin,191,61
normal,170,65
fat,120,53
thin,199,41
thin,173,45
normal,139,48
fat,150,61
normal,190,80
fat,151,64
normal,195,76
fat,133,53
normal,123,35
thin,198,58
thin,163,38
normal,162,58
fat,141,79
fat,129,73
normal,186,66
thin,198,48
normal,198,73
thin,179,47
fat,152,78
thin,189,54
fat,135,75
fat,149,75
thin,198,37
normal,161,56
normal,160,59
fat,129,53
fat,162,71
fat,121,65
fat,129,42
thin,188,48
fat,138,51
thin,157,40
fat,131,71
normal,159,53
fat,133,48
fat,135,66
thin,196,61
thin,177,53
normal,168,66
normal,165,53
normal,144,39
fat,134,46
normal,148,45
fat,142,73
fat,131,70
fat,148,64
fat,135,55
fat,140,73
normal,171,65
normal,151,49
thin,163,38
thin,147,38
thin,181,41
thin,190,48
normal,146,45
normal,151,53
fat,175,77
fat,150,76
fat,134,53
normal,139,43
normal,172,55
thin,163,44
thin,179,40
fat,122,49
normal,171,65
fat,137,71
thin,166,50
thin,199,40
thin,171,38
normal,167,55
normal,140,37
fat,160,67
normal,163,55
thin,200,73
normal,182,73
fat,166,79
fat,122,47
normal,152,51
fat,123,49
fat,155,64
fat,165,79
fat,124,52
thin,197,71
fat,135,65
normal,196,78
fat,131,60
fat,154,63
normal,186,69
normal,195,74
fat,127,61
fat,145,62
thin,188,53
fat,138,48
thin,174,45
thin,153,43
fat,140,79
normal,165,52
fat,127,64
thin,191,67
fat,125,78
thin,191,46
thin,198,53
fat,147,64
thin,184,36
fat,129,57
normal,151,53
fat,125,74
thin,158,39
fat,164,78
fat,143,62
thin,196,65
thin,168,50
fat,152,74
normal,133,42
normal,157,50
normal,143,43
thin,164,42
thin,174,44
normal,145,40
normal,138,44
fat,155,72
normal,189,76
fat,122,79
thin,184,43
fat,143,56
normal,168,53
normal,122,36
fat,121,67
normal,170,54
normal,167,54
fat,146,68
fat,124,67
thin,194,43
normal,184,70
normal,185,76
thin,164,44
normal,200,80
fat,121,79
normal,198,75
normal,155,57
fat,120,71
thin,188,44
fat,144,60
fat,161,79
normal,171,57
normal,160,55
thin,161,46
normal,135,36
normal,155,54
fat,147,62
thin,184,48
fat,124,52
thin,159,39
fat,123,72
normal,168,61
thin,172,36
thin,167,47
fat,143,73
fat,140,74
thin,186,50
fat,145,61
thin,174,42
thin,191,50
normal,192,73
fat,127,47
thin,185,62
fat,123,54
thin,196,48
normal,129,38
normal,170,64
normal,134,44
fat,123,44
normal,162,65
normal,172,62
fat,135,65
thin,142,37
fat,153,75
fat,126,57
fat,169,80
fat,124,45
fat,151,63
normal,187,71
fat,128,67
thin,179,45
normal,140,42
fat,144,80
thin,197,58
normal,145,46
normal,175,73
normal,171,71
thin,178,40
thin,177,41
thin,151,37
fat,174,79
fat,140,66
thin,192,61
thin,181,52
fat,153,74
fat,146,69
fat,123,66
thin,158,36
fat,164,70
normal,141,47
fat,167,75
normal,148,54
normal,144,42
normal,167,60
fat,121,79
fat,134,60
thin,156,37
fat,126,56
fat,126,57
normal,189,73
fat,155,77
fat,138,67
thin,186,44
fat,137,80
fat,160,66
thin,196,67
normal,141,38
fat,156,77
normal,147,50
thin,195,69
normal,177,63
thin,196,69
fat,135,55
fat,149,62
normal,184,80
thin,161,41
fat,127,62
thin,181,40
thin,176,51
fat,153,67
thin,161,41
normal,152,49
normal,188,79
fat,142,75
normal,143,39
fat,165,79
thin,185,57
fat,166,71
thin,196,51
fat,144,75
thin,195,57
thin,200,43
thin,193,59
fat,124,46
thin,179,56
fat,133,55
fat,135,68
normal,159,55
thin,188,48
normal,160,55
thin,174,40
thin,178,56
thin,171,50
thin,180,42
normal,155,56
thin,179,42
thin,181,45
fat,144,78
normal,145,43
normal,167,56
normal,177,68
thin,155,40
fat,158,80
thin,179,36
fat,120,69
fat,131,58
thin,196,71
fat,127,57
fat,121,64
thin,190,60
fat,167,76
thin,160,38
fat,135,80
normal,184,63
fat,151,79
fat,130,54
thin,165,40
fat,145,68
fat,133,61
fat,157,78
thin,174,55
thin,185,52
fat,136,76
thin,141,35
fat,133,61
fat,162,71
normal,183,76
normal,161,54
thin,178,43
normal,130,36
fat,120,66
thin,200,52
thin,147,38
normal,142,50
